Chapter Number,Verse Number,Translation Verses,Extracted Keywords
2.0,107.0,"Do you not know that God's is the kingdom of the heavens and the earth, and that there is none to save and protect you apart from God?","['save', 'protect', 'none', 'know', 'kingdom', 'heavens', 'god', 'god', 'earth', 'apart']"
2.0,108.0,"Do you too, O believers, wish to question your Apostle as Moses was in the past? But he who takes unbelief in exchange for belief only strays from the right path.","['takes unbelief', 'right path', 'wish', 'strays', 'question', 'past', 'moses', 'exchange', 'believers', 'belief', 'apostle']"
2.0,109.0,"How many of the followers of the Books having once known the truth desire in their hearts, out of envy, to turn you into infidels again even after the truth has become clear to them! But you forbear and overlook till God fulfil His plan; and God has power over all things.","['overlook till god fulfil', 'become clear', 'truth desire', 'god', 'truth', 'turn', 'things', 'power', 'plan', 'many', 'known', 'infidels', 'hearts', 'forbear', 'followers', 'even', 'envy', 'books']"
2.0,110.0,"Fulfil your devotional obligations and pay the zakat. And what you send ahead of good you will find with God, for He sees all that you do ill.","['send ahead', 'devotional obligations', 'zakat', 'sees', 'pay', 'ill', 'good', 'god', 'fulfil', 'find']"
2.0,111.0,"And they say: ""None will go to Paradise but the Jews and the Christians;"" but this is only wishful thinking. Say: ""Bring the proof if you are truthful.""","['wishful thinking', 'truthful .""', 'christians ;""', 'say', 'say', 'proof', 'paradise', 'none', 'jews', 'go', 'bring']"
2.0,112.0,"Only he who surrenders to God with all his heart and also does good, will find his reward with his Lord, and will have no fear or regret.","['surrenders', 'reward', 'regret', 'lord', 'heart', 'good', 'god', 'find', 'fear', 'also']"
2.0,113.0,"The Jews say: ""The Christians are not right,"" and the Christians say: ""The Jews are in the wrong;"" yet both read the Scriptures; and this is what the unread had said too. God alone will judge between them in their differences on the Day of Reckoning.","['wrong ;"" yet', 'right ,""', 'god alone', 'jews say', 'christians say', 'jews', 'christians', 'unread', 'scriptures', 'said', 'reckoning', 'read', 'judge', 'differences', 'day']"
2.0,114.0,"And who is more unjust than he who prohibits the name of God being used in His mosques, who hurries to despoil them even though he has no right to enter them except in reverence? For them is ignominy in the world and severe punishment in the life to come.","['severe punishment', 'even though', 'world', 'used', 'unjust', 'right', 'reverence', 'prohibits', 'name', 'mosques', 'life', 'ignominy', 'hurries', 'god', 'except', 'enter', 'despoil', 'come']"
2.0,115.0,To God belong the East and the West. Wherever you turn the glory of God is everywhere: All-pervading is He and all-knowing.,"['god belong', 'god', 'wherever', 'west', 'turn', 'pervading', 'knowing', 'glory', 'everywhere', 'east']"
2.0,116.0,"Yet they say that God has begotten a son. May He be praised! Indeed everything in the heavens and the earth belongs to Him, and all are obedient to God.","['indeed everything', 'earth belongs', 'yet', 'son', 'say', 'praised', 'obedient', 'may', 'heavens', 'god', 'god', 'begotten']"
2.0,117.0,"Creator of the heavens and the earth from nothingness, He has only to say when He wills a thing: ""Be"", and it is.","['wills', 'thing', 'say', 'nothingness', 'heavens', 'earth', 'creator', '"",']"
2.0,118.0,"But those who are ignorant say: ""Why does God not speak or show us a sign?"" The same question had been asked by men before them, who were like them in their hearts. But to those who are firm in their faith We have shown Our signs already.","['signs already', 'sign ?""', 'show us', 'ignorant say', 'speak', 'shown', 'question', 'men', 'like', 'hearts', 'god', 'firm', 'faith', 'asked']"
2.0,119.0,And We have sent you with the truth to give glad tidings and to warn. You will not be questioned about those and who are inmates of Hell.,"['give glad tidings', 'warn', 'truth', 'sent', 'questioned', 'inmates', 'hell']"
2.0,120.0,"The Jews and Christians will never be pleased with you until you follow their way. Say: ""God's guidance alone is true guidance;"" for if you give in to their wishes after having received the (Book of) knowledge from God, then none will you have as friend or helper to save you.","['true guidance ;""', 'guidance alone', 'wishes', 'way', 'say', 'save', 'received', 'pleased', 'none', 'never', 'knowledge', 'jews', 'helper', 'god', 'god', 'give', 'friend', 'follow', 'christians', 'book']"
2.0,121.0,"Those to whom We have sent down the Book, and who read it as it should be read, believe in it truly; but those who deny it will be losers.","['truly', 'sent', 'read', 'read', 'losers', 'deny', 'book', 'believe']"
2.0,122.0,"O children of Israel, remember the favours I bestowed on you, and made you exalted among the nations of the world.","['exalted among', 'world', 'remember', 'nations', 'made', 'israel', 'favours', 'children', 'bestowed']"
2.0,123.0,"Fear the day when no man will stand up for man in the least, and no ransom avail nor intercession matter nor help reach.","['ransom avail', 'intercession matter', 'help reach', 'stand', 'man', 'man', 'least', 'fear', 'day']"
2.0,124.0,"Remember, when his Lord tried Abraham by a number of commands which he fulfilled, God said to him: ""I will make you a leader among men."" And when Abraham asked: ""From my progeny too?"" the Lord said: ""My pledge does not include transgressors.""","['leader among men .""', 'include transgressors .""', 'lord tried abraham', 'lord said', 'abraham asked', 'god said', 'remember', 'progeny', 'pledge', 'number', 'make', 'fulfilled', 'commands', '?""']"
2.0,125.0,"Remember, We made the House (of Ka'bah) a place of congregation and safe retreat, and said: ""Make the spot where Abraham stood the place of worship;"" and enjoined upon Abraham and Ishmael to keep Our House immaculate for those who shall walk around it and stay in it for contemplation and prayer, and for bowing in adoration.","['shall walk around', 'enjoined upon abraham', 'abraham stood', 'worship ;""', 'safe retreat', 'house immaculate', 'house', 'stay', 'spot', 'said', 'remember', 'prayer', 'place', 'place', 'make', 'made', 'keep', 'ka', 'ishmael', 'contemplation', 'congregation', 'bowing', 'bah', 'adoration']"
2.0,126.0,"And when Abraham said: ""O Lord, make this a city of peace, and give those of its citizens who believe in God and the Last Day fruits for food,"" He answered: ""To those will I also give a little who believe not, for a time, then drag them to Hell, a dreadful destination!""","['last day fruits', 'dreadful destination !""', 'food ,""', 'abraham said', 'also give', 'give', 'time', 'peace', 'make', 'lord', 'little', 'hell', 'god', 'drag', 'city', 'citizens', 'believe', 'believe', 'answered']"
2.0,127.0,"And when Abraham was raising the plinth of the House with Ishmael, (he prayed): ""Accept this from us, O Lord, for You hear and know everything;","['prayed ):', 'know everything', 'us', 'raising', 'plinth', 'lord', 'ishmael', 'house', 'hear', 'accept', 'abraham']"
2.0,128.0,"And make us submit, O Lord, to Your will, and our progeny a people submissive to You. Teach us the way of worship and forgive our trespasses, for You are compassionate and merciful;","['make us submit', 'teach us', 'people submissive', 'worship', 'way', 'trespasses', 'progeny', 'merciful', 'lord', 'forgive', 'compassionate']"
2.0,129.0,"And send to them, O Lord, an apostle from among them to impart Your messages to them, and teach them the Book and the wisdom, and correct them in every way; for indeed You are mighty and wise.","['every way', 'wise', 'wisdom', 'teach', 'send', 'mighty', 'messages', 'lord', 'indeed', 'impart', 'correct', 'book', 'apostle', 'among']"
2.0,130.0,"Who will turn away from the creed of Abraham but one dull of soul? We made him the chosen one here in the world, and one of the best in the world to come,","['turn away', 'one dull', 'chosen one', 'one', 'world', 'world', 'soul', 'made', 'creed', 'come', 'best', 'abraham']"
2.0,131.0,"(For) when his Lord said to him: ""Obey,"" he replied: ""I submit to the Lord of all the worlds.""","['worlds .""', 'obey ,""', 'lord said', 'lord', 'submit', 'replied']"
2.0,132.0,"And Abraham left this legacy to his sons, and to Jacob, and said: ""O my sons, God has chosen this as the faith for you. Do not die but as those who have submitted (to God).""","['abraham left', 'god ).""', 'god', 'submitted', 'sons', 'sons', 'said', 'legacy', 'jacob', 'faith', 'die', 'chosen']"
2.0,133.0,"Were you present at the hour of Jacob's death? ""What will you worship after me?"" he asked his sons, and they answered: ""We shall worship your God and the God of your fathers, of Abraham and Ishmael and Isaac, the one and only God; and to Him we submit.""","['submit .""', 'shall worship', 'worship', 'sons', 'present', 'one', 'jacob', 'ishmael', 'isaac', 'hour', 'god', 'god', 'god', 'fathers', 'death', 'asked', 'answered', 'abraham', '?""']"
2.0,134.0,"Those were the people, and they have passed away. Theirs the reward for what they did, as yours will be for what you do. You will not be questioned about their deeds.","['passed away', 'reward', 'questioned', 'people', 'deeds']"
2.0,135.0,"They say: ""Become Jews or become Christians, and find the right way."" Say: ""No. We follow the way of Abraham the upright, who was not an idolater.""","['right way .""', 'idolater .""', 'become jews', 'become christians', 'way', 'upright', 'say', 'say', 'follow', 'find', 'abraham']"
2.0,136.0,"Say: ""We believe in God and what has been sent down to us, and what had been revealed to Abraham and Ishmael and Isaac and Jacob and their progeny, and that which was given to Moses and Christ, and to all other prophets by the Lord. We make no distinction among them, and we submit to Him.""","['distinction among', 'us', 'submit', 'sent', 'say', 'revealed', 'prophets', 'progeny', 'moses', 'make', 'lord', 'jacob', 'ishmael', 'isaac', 'god', 'given', 'christ', 'believe', 'abraham', '.""']"
2.0,137.0,"If they come to believe as you did, they will find the right path. If they turn away then they will only oppose; but God will suffice you against them, for God hears all and knows everything.","['turn away', 'right path', 'knows everything', 'god hears', 'god', 'suffice', 'oppose', 'find', 'come', 'believe']"
2.0,138.0,We have taken the colouring of God; and whose shade is better than God's? Him alone we worship.,"['whose shade', 'worship', 'taken', 'god', 'god', 'colouring', 'better', 'alone']"
2.0,139.0,"Say: ""Why do you dispute with us about God when He is equally your Lord and our Lord? To us belong our actions, to you yours; and we are true to Him.""","['us belong', 'us', 'true', 'say', 'lord', 'lord', 'god', 'equally', 'dispute', 'actions', '.""']"
2.0,140.0,"Or do you claim that Abraham and Ishmael and Isaac and Jacob and their offspring were Jews or Christians? Say: ""Have you more knowledge than God?"" Who is more wicked than he who conceals the testimony he received from God? God is not unaware of all you do.","['god ?""', 'god', 'god', 'wicked', 'unaware', 'testimony', 'say', 'received', 'offspring', 'knowledge', 'jews', 'jacob', 'ishmael', 'isaac', 'conceals', 'claim', 'christians', 'abraham']"
