Surah Name,Verse Translation,Number Chapter and Verse,Cleaned Text,Stemmed Text,Lemmatized Text
Surah Al-Baqarah,"And (O Children of Israel, remember) when We took your covenant and We raised above you the Mount (saying): “Hold fast to that which We have given you, and remember that which is therein so that you may become Al-Muttaqun (the pious – see V.2:2).",2:63,children israel remember took covenant raised mount saying hold fast given remember therein may become almuttaqun pious see v,children israel rememb took coven rais mount say hold fast given rememb therein may becom almuttaqun piou see v,child israel remember took covenant raised mount saying hold fast given remember therein may become almuttaqun pious see v
Surah Al-Baqarah,"Then after that you turned away. Had it not been for the Grace and Mercy of Allah upon you, indeed you would have been among the losers.",2:64,turned away grace mercy allah upon indeed would among losers,turn away grace merci allah upon inde would among loser,turned away grace mercy allah upon indeed would among loser
Surah Al-Baqarah,"And indeed you knew those amongst you who transgressed in the matter of the Sabbath (i.e. Saturday). We said to them: “Be you monkeys, despised and rejected.”",2:65,indeed knew amongst transgressed matter sabbath ie saturday said monkeys despised rejected,inde knew amongst transgress matter sabbath ie saturday said monkey despis reject,indeed knew amongst transgressed matter sabbath ie saturday said monkey despised rejected
Surah Al-Baqarah,So We made this punishment an example to their own and to succeeding generations and a lesson to those who are Al-Muttaqun (the pious – see V.2:2).,2:66,made punishment example succeeding generations lesson almuttaqun pious see v,made punish exampl succeed gener lesson almuttaqun piou see v,made punishment example succeeding generation lesson almuttaqun pious see v
Surah Al-Baqarah,"And (remember) when Musa (Moses) said to his people: “Verily, Allah commands you that you slaughter a cow.” They said, “Do you make fun of us?” He said, “I take Allah’s Refuge from being among Al-Jahilun (the ignorants or the foolish).”",2:67,remember musa moses said people verily allah commands slaughter cow said make fun us said take allahs refuge among aljahilun ignorants foolish,rememb musa mose said peopl verili allah command slaughter cow said make fun us said take allah refug among aljahilun ignor foolish,remember musa moses said people verily allah command slaughter cow said make fun u said take allah refuge among aljahilun ignorants foolish
Surah Al-Baqarah,"They said, “Call upon your Lord for us that He may make plain to us what it is!” He said, “He says, ‘Verily, it is a cow neither too old nor too young, but (it is) between the two conditions’, so do what you are commanded.”",2:68,said call upon lord us may make plain us said says verily cow neither old young two conditions commanded,said call upon lord us may make plain us said say verili cow neither old young two condit command,said call upon lord u may make plain u said say verily cow neither old young two condition commanded
Surah Al-Baqarah,"They said, “Call upon your Lord for us to make plain to us its colour.” He said, “He says, ‘It is a yellow cow, bright in its colour, pleasing to the beholders.’ “",2:69,said call upon lord us make plain us colour said says yellow cow bright colour pleasing beholders,said call upon lord us make plain us colour said say yellow cow bright colour pleas behold,said call upon lord u make plain u colour said say yellow cow bright colour pleasing beholder
Surah Al-Baqarah,"They said, “Call upon your Lord for us to make plain to us what it is. Verily to us all cows are alike, And surely, if Allah wills, we will be guided.”",2:70,said call upon lord us make plain us verily us cows alike surely allah wills guided,said call upon lord us make plain us verili us cow alik sure allah will guid,said call upon lord u make plain u verily u cow alike surely allah will guided
Surah Al-Baqarah,"He [Musa (Moses)] said, “He says, ‘It is a cow neither trained to till the soil nor water the fields, sound, having no other colour except bright yellow.’ ” They said, “Now you have brought the truth.” So they slaughtered it though they were near to not doing it.",2:71,musa moses said says cow neither trained till soil water fields sound colour except bright yellow said brought truth slaughtered though near,musa mose said say cow neither train till soil water field sound colour except bright yellow said brought truth slaughter though near,musa moses said say cow neither trained till soil water field sound colour except bright yellow said brought truth slaughtered though near
Surah Al-Baqarah,And (remember) when you killed a man and fell into dispute among yourselves as to the crime. But Allah brought forth that which you were hiding.,2:72,remember killed man fell dispute among crime allah brought forth hiding,rememb kill man fell disput among crime allah brought forth hide,remember killed man fell dispute among crime allah brought forth hiding
Surah Al-Baqarah,"So We said: “Strike him (the dead man) with a piece of it (the cow).” Thus Allah brings the dead to life and shows you His Ayat (proofs, evidences, verses, lessons, signs, revelations, etc.) so that you may understand.",2:73,said strike dead man piece cow thus allah brings dead life shows ayat proofs evidences verses lessons signs revelations etc may understand,said strike dead man piec cow thu allah bring dead life show ayat proof evid vers lesson sign revel etc may understand,said strike dead man piece cow thus allah brings dead life show ayat proof evidence verse lesson sign revelation etc may understand
Surah Al-Baqarah,"Then, after that, your hearts were hardened and became as stones or even worse in hardness. And indeed, there are stones out of which rivers gush forth, and indeed, there are of them (stones) which split asunder so that water flows from them, and indeed, there are of them (stones) which fall down for fear of Allah. And Allah is not unaware of what you do.",2:74,hearts hardened became stones even worse hardness indeed stones rivers gush forth indeed stones split asunder water flows indeed stones fall fear allah allah unaware,heart harden becam stone even wors hard inde stone river gush forth inde stone split asund water flow inde stone fall fear allah allah unawar,heart hardened became stone even worse hardness indeed stone river gush forth indeed stone split asunder water flow indeed stone fall fear allah allah unaware
Surah Al-Baqarah,"Do you (faithful believers) covet that they will believe in your religion inspite of the fact that a party of them (Jewish rabbis) used to hear the Word of Allah [the Taurat (Torah)], then they used to change it knowingly after they understood it?",2:75,faithful believers covet believe religion inspite fact party jewish rabbis used hear word allah taurat torah used change knowingly understood,faith believ covet believ religion inspit fact parti jewish rabbi use hear word allah taurat torah use chang knowingli understood,faithful believer covet believe religion inspite fact party jewish rabbi used hear word allah taurat torah used change knowingly understood
