Surah Name,Verse Translation,Number Chapter and Verse,Extracted Keywords
Surah Al-Baqarah,"Then, after that, your hearts were hardened and became as stones or even worse in hardness. And indeed, there are stones out of which rivers gush forth, and indeed, there are of them (stones) which split asunder so that water flows from them, and indeed, there are of them (stones) which fall down for fear of Allah. And Allah is not unaware of what you do.",2:74,"['rivers gush forth', 'water flows', 'split asunder', 'even worse', 'unaware', 'stones', 'stones', 'stones', 'stones', 'indeed', 'indeed', 'indeed', 'hearts', 'hardness', 'hardened', 'fear', 'fall', 'became', 'allah', 'allah']"
Surah Al-Baqarah,"Do you (faithful believers) covet that they will believe in your religion inspite of the fact that a party of them (Jewish rabbis) used to hear the Word of Allah [the Taurat (Torah)], then they used to change it knowingly after they understood it?",2:75,"['torah )],', 'religion inspite', 'jewish rabbis', 'faithful believers', 'word', 'used', 'used', 'understood', 'taurat', 'party', 'knowingly', 'hear', 'fact', 'covet', 'change', 'believe', 'allah']"
Surah Al-Baqarah,"And when they (Jews) meet those who believe (Muslims), they say, “We believe”, but when they meet one another in private, they say, “Shall you (Jews) tell them (Muslims) what Allah has revealed to you [Jews, about the description and the qualities of Prophet Muhammad Peace be upon him , that which are written in the Taurat (Torah)] , that they (Muslims) may argue with you (Jews) about it before your Lord?” Have you (Jews) then no understanding?",2:76,"['prophet muhammad peace', 'meet one another', 'torah )]', 'may argue', 'lord ?”', '“ shall', 'believe ”,', 'muslims ),', 'meet', '“', 'believe', 'muslims', 'muslims', 'written', 'upon', 'understanding', 'tell', 'taurat', 'say', 'say', 'revealed', 'qualities', 'private', 'jews', 'jews', 'jews', 'jews', 'jews', 'description', 'allah']"
Surah Al-Baqarah,Know they (Jews) not that Allah knows what they conceal and what they reveal?,2:77,"['allah knows', 'reveal', 'know', 'jews', 'conceal']"
Surah Al-Baqarah,"And there are among them (Jews) unlettered people, who know not the Book, but they trust upon false desires and they but guess.",2:78,"['trust upon false desires', 'unlettered people', 'know', 'jews', 'guess', 'book', 'among']"
Surah Al-Baqarah,"Then woe to those who write the Book with their own hands and then say, “This is from Allah,” to purchase with it a little price! Woe to them for what their hands have written and woe to them for that they earn thereby.",2:79,"['little price', 'earn thereby', 'allah ,”', '“', 'written', 'write', 'woe', 'woe', 'woe', 'say', 'purchase', 'hands', 'hands', 'book']"
Surah Al-Baqarah,"And they (Jews) say, “The Fire (i.e. Hell-fire on the Day of Resurrection) shall not touch us but for a few numbered days.” Say (O Muhammad Peace be upon him to them): “Have you taken a covenant from Allah, so that Allah will not break His Covenant? Or is it that you say of Allah what you know not?”",2:80,"['numbered days .” say', 'touch us', 'muhammad peace', '): “', 'say', 'say', '“', 'upon', 'taken', 'shall', 'resurrection', 'know', 'jews', 'hell', 'fire', 'fire', 'e', 'day', 'covenant', 'covenant', 'break', 'allah', 'allah', 'allah', '?”']"
Surah Al-Baqarah,"Yes! Whosoever earns evil and his sin has surrounded him, they are dwellers of the Fire (i.e. Hell); they will dwell therein forever.",2:81,"['whosoever earns evil', 'dwell therein forever', 'hell );', 'yes', 'surrounded', 'sin', 'fire', 'e', 'dwellers']"
Surah Al-Baqarah,"And those who believe (in the Oneness of Allah – Islamic Monotheism) and do righteous good deeds, they are dwellers of Paradise, they will dwell therein forever.",2:82,"['allah – islamic monotheism', 'righteous good deeds', 'dwell therein forever', 'paradise', 'oneness', 'dwellers', 'believe']"
Surah Al-Baqarah,"And (remember) when We took a covenant from the Children of Israel, (saying): Worship none but Allah (Alone) and be dutiful and good to parents, and to kindred, and to orphans and Al-Masakin (the poor), [Tafsir At-Tabari, Vol. 10, Page 158 (Verse 9:60)] and speak good to people [i.e. enjoin righteousness and forbid evil, and say the truth about Muhammad Peace be upon him ], and perform As-Salat (Iqamat-as-Salat), and give Zakat. Then you slid back, except a few of you, while you are backsliders. (Tafsir Al-Qurtubi, Vol. 2, Page 392).",2:83,"['saying ): worship none', 'page 392 ).', 'page 158', 'verse 9', 'slid back', 'poor ),', 'muhammad peace', 'give zakat', 'forbid evil', 'enjoin righteousness', '60 )]', 'speak good', 'salat ),', 'tafsir al', 'tafsir', 'salat', 'good', 'al', 'vol', 'vol', 'upon', 'truth', 'took', 'tabari', 'say', 'remember', 'qurtubi', 'perform', 'people', 'parents', 'orphans', 'masakin', 'kindred', 'israel', 'iqamat', 'except', 'e', 'dutiful', 'covenant', 'children', 'backsliders', 'alone', 'allah', '],', '2', '10']"
Surah Al-Baqarah,"And (remember) when We took your covenant (saying): Shed not the blood of your people, nor turn out your own people from their dwellings. Then, (this) you ratified and (to this) you bear witness.",2:84,"['saying ): shed', 'bear witness', 'turn', 'took', 'remember', 'ratified', 'people', 'people', 'dwellings', 'covenant', 'blood']"
Surah Al-Baqarah,"After this, it is you who kill one another and drive out a party of you from their homes, assist (their enemies) against them, in sin and transgression. And if they come to you as captives, you ransom them, although their expulsion was forbidden to you. Then do you believe in a part of the Scripture and reject the rest? Then what is the recompense of those who do so among you, except disgrace in the life of this world, and on the Day of Resurrection they shall be consigned to the most grievous torment. And Allah is not unaware of what you do.",2:85,"['kill one another', 'grievous torment', 'except disgrace', 'world', 'unaware', 'transgression', 'sin', 'shall', 'scripture', 'resurrection', 'rest', 'reject', 'recompense', 'ransom', 'party', 'part', 'life', 'homes', 'forbidden', 'expulsion', 'enemies', 'drive', 'day', 'consigned', 'come', 'captives', 'believe', 'assist', 'among', 'although', 'allah']"
Surah Al-Baqarah,Those are they who have bought the life of this world at the price of the Hereafter. Their torment shall not be lightened nor shall they be helped.,2:86,"['torment shall', 'shall', 'world', 'price', 'lightened', 'life', 'hereafter', 'helped', 'bought']"
Surah Al-Baqarah,"And indeed, We gave Musa (Moses) the Book and followed him up with a succession of Messengers. And We gave ‘Iesa (Jesus), the son of Maryam (Mary), clear signs and supported him with Ruh-ul-Qudus [Jibrael (Gabriel)]. Is it that whenever there came to you a Messenger with what you yourselves desired not, you grew arrogant? Some, you disbelieved and some, you killed.",2:87,"['mary ), clear signs', 'gave ‘ iesa', 'jesus ),', 'gave musa', 'grew arrogant', 'gabriel )].', 'whenever', 'ul', 'supported', 'succession', 'son', 'ruh', 'qudus', 'moses', 'messengers', 'messenger', 'maryam', 'killed', 'jibrael', 'indeed', 'followed', 'disbelieved', 'desired', 'came', 'book']"
Surah Al-Baqarah,"And they say, “Our hearts are wrapped (i.e. do not hear or understand Allah’s Word).” Nay, Allah has cursed them for their disbelief, so little is that which they believe.",2:88,"['word ).” nay', 'understand allah ’', 'allah', '“', 'wrapped', 'say', 'little', 'hearts', 'hear', 'e', 'disbelief', 'cursed', 'believe']"
Surah Al-Baqarah,"And when there came to them (the Jews), a Book (this Qur’an) from Allah confirming what is with them [the Taurat (Torah) and the Injeel (Gospel)], although aforetime they had invoked Allah (for coming of Muhammad Peace be upon him ) in order to gain victory over those who disbelieved, then when there came to them that which they had recognised, they disbelieved in it. So let the Curse of Allah be on the disbelievers.",2:89,"['gospel )], although aforetime', 'qur ’', 'muhammad peace', 'jews ),', 'gain victory', 'invoked allah', 'allah confirming', 'allah', 'upon', 'torah', 'taurat', 'recognised', 'order', 'let', 'injeel', 'disbelievers', 'disbelieved', 'disbelieved', 'curse', 'coming', 'came', 'came', 'book']"
Surah Al-Baqarah,"How bad is that for which they have sold their ownselves, that they should disbelieve in that which Allah has revealed (the Qur’an), grudging that Allah should reveal of His Grace unto whom He will of His slaves. So they have drawn on themselves wrath upon wrath. And for the disbelievers, there is disgracing torment.",2:90,"['wrath upon wrath', 'qur ’', 'grace unto', 'disgracing torment', '), grudging', 'sold', 'slaves', 'revealed', 'reveal', 'ownselves', 'drawn', 'disbelievers', 'disbelieve', 'bad', 'allah', 'allah']"
Surah Al-Baqarah,"And when it is said to them (the Jews), “Believe in what Allah has sent down,” they say, “We believe in what was sent down to us.” And they disbelieve in that which came after it, while it is the truth confirming what is with them. Say (O Muhammad Peace be upon him to them): “Why then have you killed the Prophets of Allah aforetime, if you indeed have been believers?”",2:91,"['jews ), “ believe', '): “', 'us .”', 'truth confirming', 'muhammad peace', 'believers ?”', 'allah aforetime', 'believe', '“', 'allah', 'upon', 'sent', 'sent', 'say', 'say', 'said', 'prophets', 'killed', 'indeed', 'disbelieve', 'came', ',”']"
Surah Al-Baqarah,"And indeed Musa (Moses) came to you with clear proofs, yet you worshipped the calf after he left, and you were Zalimun (polytheists and wrong-doers).",2:92,"['indeed musa', 'doers ).', 'clear proofs', 'zalimun', 'yet', 'wrong', 'worshipped', 'polytheists', 'moses', 'left', 'came', 'calf']"
Surah Al-Baqarah,"And (remember) when We took your covenant and We raised above you the Mount (saying), “Hold firmly to what We have given you and hear (Our Word). They said, “We have heard and disobeyed.” And their hearts absorbed (the worship of) the calf because of their disbelief. Say: “Worst indeed is that which your faith enjoins on you if you are believers.”",2:93,"['saying ), “ hold firmly', '“ worst indeed', 'word ).', 'hearts absorbed', 'faith enjoins', 'disobeyed .”', 'believers .”', '“', 'worship', 'took', 'say', 'said', 'remember', 'raised', 'mount', 'heard', 'hear', 'given', 'disbelief', 'covenant', 'calf']"
Surah Al-Baqarah,"Say to (them): “If the home of the Hereafter with Allah is indeed for you specially and not for others, of mankind, then long for death if you are truthful.”",2:94,"['truthful .”', '): “', 'specially', 'say', 'others', 'mankind', 'long', 'indeed', 'home', 'hereafter', 'death', 'allah']"
Surah Al-Baqarah,But they will never long for it because of what their hands have sent before them (i.e. what they have done). And Allah is All-Aware of the Zalimun (polytheists and wrong-doers).,2:95,"['never long', 'done ).', 'doers ).', 'zalimun', 'wrong', 'sent', 'polytheists', 'hands', 'e', 'aware', 'allah']"
Surah Al-Baqarah,"And verily, you will find them (the Jews) the greediest of mankind for life and (even greedier) than those who – ascribe partners to Allah (and do not believe in Resurrection – Magians, pagans, and idolaters, etc.). Everyone of them wishes that he could be given a life of a thousand years. But the grant of such life will not save him even a little from (due) punishment. And Allah is All-Seer of what they do.",2:96,"['– ascribe partners', 'resurrection – magians', 'thousand years', 'etc .).', 'even greedier', 'even', 'wishes', 'verily', 'seer', 'save', 'punishment', 'pagans', 'mankind', 'little', 'life', 'life', 'life', 'jews', 'idolaters', 'greediest', 'grant', 'given', 'find', 'everyone', 'due', 'could', 'believe', 'allah', 'allah']"
Surah Al-Baqarah,"Say (O Muhammad Peace be upon him ): “Whoever is an enemy to Jibrael (Gabriel) (let him die in his fury), for indeed he has brought it (this Qur’an) down to your heart by Allah’s Permission, confirming what came before it [i.e. the Taurat (Torah) and the Injeel (Gospel)] and guidance and glad tidings for the believers.",2:97,"['): “ whoever', 'qur ’', 'muhammad peace', 'gospel )]', 'glad tidings', 'fury ),', 'allah ’', 'upon', 'torah', 'taurat', 'say', 'permission', 'let', 'jibrael', 'injeel', 'indeed', 'heart', 'guidance', 'gabriel', 'enemy', 'e', 'die', 'confirming', 'came', 'brought', 'believers']"
Surah Al-Baqarah,"“Whoever is an enemy to Allah, His Angels, His Messengers, Jibrael (Gabriel) and Mikael (Michael), then verily, Allah is an enemy to the disbelievers.”",2:98,"['“ whoever', 'michael ),', 'disbelievers .”', 'verily', 'mikael', 'messengers', 'jibrael', 'gabriel', 'enemy', 'enemy', 'angels', 'allah', 'allah']"
Surah Al-Baqarah,"And indeed We have sent down to you manifest Ayat (these Verses of the Qur’an which inform in detail about the news of the Jews and their secret intentions, etc.), and none disbelieve in them but Fasiqun (those who rebel against Allah’s Command).",2:99,"['secret intentions', 'qur ’', 'none disbelieve', 'manifest ayat', 'command ).', 'allah ’', 'verses', 'sent', 'rebel', 'news', 'jews', 'inform', 'indeed', 'fasiqun', 'etc', 'detail', '),']"
Surah Al-Baqarah,"Is it not (the case) that every time they make a covenant, some party among them throw it aside? Nay! the truth is most of them believe not.",2:100,"['party among', 'every time', 'truth', 'throw', 'nay', 'make', 'covenant', 'case', 'believe', 'aside']"
